ID,STIX ID,name,description,url,created,last modified,domain,version,tactics,detection,platforms,contributors,relationship citations
T0820,attack-pattern--9f947a1c-3860-48a8-8af0-a2dfa3efde03,Exploitation for Evasion,"Adversaries may exploit a software vulnerability to take advantage of a programming error in a program, service, or within the operating system software or kernel itself to evade detection. Vulnerabilities may exist in software that can be used to disable or circumvent security features.  

Adversaries may have prior knowledge through [Remote System Information Discovery](https://attack.mitre.org/techniques/T0888) about security features implemented on control devices. These device security features will likely be targeted directly for exploitation. There are examples of firmware RAM/ROM consistency checks on control devices being targeted by adversaries to enable the installation of malicious [System Firmware](https://attack.mitre.org/techniques/T0857).",https://attack.mitre.org/techniques/T0820,21 May 2020,16 April 2025,ics-attack,1.1,Evasion,,None,,"(Citation: The Office of Nuclear Reactor Regulation),(Citation: Schneider Electric January 2018),(Citation: DHS CISA February 2019),(Citation: ICS-CERT December 2018),(Citation: Wikipedia),(Citation: Dan Goodin March 2017),(Citation: Microsoft Security Response Center August 2017),,"
T0890,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,Exploitation for Privilege Escalation,"Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. Security constructs such as permission levels will often hinder access to information and use of certain techniques, so adversaries will likely need to perform privilege escalation to include use of software exploitation to circumvent those restrictions. (Citation: The MITRE Corporation) 

When initially gaining access to a system, an adversary may be operating within a lower privileged process which will prevent them from accessing certain resources on the system. Vulnerabilities may exist, usually in operating system components and software commonly running at higher permissions, that can be exploited to gain higher levels of access on the system. This could enable someone to move from unprivileged or user level permissions to SYSTEM or root permissions depending on the component that is vulnerable. This may be a necessary step for an adversary compromising an endpoint system that has been properly configured and limits other privilege escalation methods. (Citation: The MITRE Corporation)",https://attack.mitre.org/techniques/T0890,13 April 2021,16 April 2025,ics-attack,1.1,Privilege Escalation,,None,,"(Citation: DHS CISA February 2019),(Citation: Wylie-22),(Citation: Wikipedia),(Citation: Dan Goodin March 2017),(Citation: Microsoft Security Response Center August 2017),,"
T0866,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,Exploitation of Remote Services,"Adversaries may exploit a software vulnerability to take advantage of a programming error in a program, service, or within the operating system software or kernel itself to enable remote service abuse. A common goal for post-compromise exploitation of remote services is for initial access into and lateral movement throughout the ICS environment to enable access to targeted systems. (Citation: Enterprise ATT&CK)

ICS asset owners and operators have been affected by ransomware (or disruptive malware masquerading as ransomware) migrating from enterprise IT to ICS environments: WannaCry, NotPetya, and BadRabbit. In each of these cases, self-propagating (wormable) malware initially infected IT networks, but through exploit (particularly the SMBv1-targeting MS17-010 vulnerability) spread to industrial networks, producing significant impacts. (Citation: Joe Slowik April 2019)",https://attack.mitre.org/techniques/T0866,21 May 2020,16 April 2025,ics-attack,1.0,"Initial Access, Lateral Movement",,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Joe Slowik April 2019),(Citation: Wikipedia),(Citation: Keith Stouffer May 2015),(Citation: Dan Goodin March 2017),(Citation: Microsoft Security Response Center August 2017),,"
T0822,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,External Remote Services,"Adversaries may leverage external remote services as a point of initial access into your network. These services allow users to connect to internal network resources from external locations. Examples are VPNs, Citrix, and other access mechanisms. Remote service gateways often manage connections and credential authentication for these services. (Citation: Daniel Oakley, Travis Smith, Tripwire)

External remote services allow administration of a control system from outside the system. Often, vendors and internal engineering groups have access to external remote services to control system networks via the corporate network. In some cases, this access is enabled directly from the internet. While remote access enables ease of maintenance when a control system is in a remote area, compromise of remote access solutions is a liability. The adversary may use these services to gain access to and execute attacks against a control system network. Access to valid accounts is often a requirement. 

As they look for an entry point into the control system network, adversaries may begin searching for existing point-to-point VPN implementations at trusted third party networks or through remote support employee connections where split tunneling is enabled. (Citation: Electricity Information Sharing and Analysis Center; SANS Industrial Control Systems March 2016)
",https://attack.mitre.org/techniques/T0822,21 May 2020,16 April 2025,ics-attack,1.1,Initial Access,,None,,"(Citation: Booz Allen Hamilton),(Citation: Marshall Abrams July 2008),(Citation: Claroty Fuxnet 2024),(Citation: Keith Stouffer May 2015),(Citation: Department of Homeland Security September 2016),,"
T0823,attack-pattern--b0628bfc-5376-4a38-9182-f324501cb4cf,Graphical User Interface,"Adversaries may attempt to gain access to a machine via a Graphical User Interface (GUI) to enhance execution capabilities. Access to a GUI allows a user to interact with a computer in a more visual manner than a CLI. A GUI allows users to move a cursor and click on interface objects, with a mouse and keyboard as the main input devices, as opposed to just using the keyboard.

If physical access is not an option, then access might be possible via protocols such as VNC on Linux-based and Unix-based operating systems, and RDP on Windows operating systems. An adversary can use this access to execute programs and applications on the target machine.",https://attack.mitre.org/techniques/T0823,21 May 2020,16 April 2025,ics-attack,1.1,Execution,,None,,"(Citation: Ukraine15 - EISAC - 201603),,,"
T0891,attack-pattern--c9a8d958-fcdb-40d2-af4c-461c8031651a,Hardcoded Credentials,"Adversaries may leverage credentials that are hardcoded in software or firmware to gain an unauthorized interactive user session to an asset. Examples credentials that may be hardcoded in an asset include:

* Username/Passwords
* Cryptographic keys/Certificates
* API tokens

Unlike [Default Credentials](https://attack.mitre.org/techniques/T0812), these credentials are built into the system in a way that they either cannot be changed by the asset owner, or may be infeasible to change because of the impact it would cause to the control system operation. These credentials may be reused across whole product lines or device models and are often not published or known to the owner and operators of the asset. 

Adversaries may utilize these hardcoded credentials to move throughout the control system environment or provide reliable access for their tools to interact with industrial assets. 
",https://attack.mitre.org/techniques/T0891,29 September 2022,16 April 2025,ics-attack,1.0,"Lateral Movement, Persistence",,None,"Aagam Shah, @neutrinoguy, ABB","(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Wylie-22),,,"
T0874,attack-pattern--ab390887-afc0-4715-826d-b1b167d522ae,Hooking,"Adversaries may hook into application programming interface (API) functions used by processes to redirect calls for execution and privilege escalation means. Windows processes often leverage these API functions to perform tasks that require reusable system resources. Windows API functions are typically stored in dynamic-link libraries (DLLs) as exported functions. (Citation: Enterprise ATT&CK)

One type of hooking seen in ICS involves redirecting calls to these functions via import address table (IAT) hooking. IAT hooking uses modifications to a process IAT, where pointers to imported API functions are stored. (Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011)",https://attack.mitre.org/techniques/T0874,21 May 2020,15 April 2025,ics-attack,1.2,"Execution, Privilege Escalation",,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Jos Wetzels January 2018),,,"
T0877,attack-pattern--53a48c74-0025-45f4-b04a-baa853df8204,I/O Image,"Adversaries may seek to capture process values related to the inputs and outputs of a PLC. During the scan cycle, a PLC reads the status of all inputs and stores them in an image table. (Citation: Nanjundaiah, Vaidyanath) The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program. After the PLC has solved the entire logic program, it updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules.

The Input and Output Image tables described above make up the I/O Image on a PLC. This image is used by the user program instead of directly interacting with physical I/O. (Citation: Spenneberg, Ralf 2016) 

Adversaries may collect the I/O Image state of a PLC by utilizing a devices [Native API](https://attack.mitre.org/techniques/T0834) to access the memory regions directly. The collection of the PLCs I/O state could be used to replace values or inform future stages of an attack.",https://attack.mitre.org/techniques/T0877,21 May 2020,16 April 2025,ics-attack,1.1,Collection,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),,,"
T0872,attack-pattern--53a26eee-1080-4d17-9762-2027d5a1b805,Indicator Removal on Host,"Adversaries may attempt to remove indicators of their presence on a system in an effort to cover their tracks. In cases where an adversary may feel detection is imminent, they may try to overwrite, delete, or cover up changes they have made to the device.",https://attack.mitre.org/techniques/T0872,21 May 2020,25 April 2025,ics-attack,1.0,Evasion,,None,,"(Citation: Anton Cherepanov),(Citation: Jos Wetzels January 2018),(Citation: FireEye TRITON Dec 2017),(Citation: Keith Stouffer May 2015),(Citation: National Institute of Standards and Technology April 2013),,"
T0883,attack-pattern--f8df6b57-14bc-425f-9a91-6f59f6799307,Internet Accessible Device,"Adversaries may gain access into industrial environments through systems exposed directly to the internet for remote access rather than through [External Remote Services](https://attack.mitre.org/techniques/T0822). Internet Accessible Devices are exposed to the internet unintentionally or intentionally without adequate protections. This may allow for adversaries to move directly into the control system network. Access onto these devices is accomplished without the use of exploits, these would be represented within the [Exploit Public-Facing Application](https://attack.mitre.org/techniques/T0819) technique.

Adversaries may leverage built in functions for remote access which may not be protected or utilize minimal legacy protections that may be targeted. (Citation: NCCIC January 2014) These services may be discoverable through the use of online scanning tools. 

In the case of the Bowman dam incident, adversaries leveraged access to the dam control network through a cellular modem. Access to the device was protected by password authentication, although the application was vulnerable to brute forcing. (Citation: NCCIC January 2014) (Citation: Danny Yadron December 2015) (Citation: Mark Thompson March 2016)

In Trend Micros manufacturing deception operations adversaries were detected leveraging direct internet access to an ICS environment through the exposure of operational protocols such as Siemens S7, Omron FINS, and EtherNet/IP, in addition to misconfigured VNC access. (Citation: Stephen Hilt, Federico Maggi, Charles Perine, Lord Remorin, Martin Rsler, and Rainer Vosseler)",https://attack.mitre.org/techniques/T0883,21 May 2020,16 April 2025,ics-attack,1.0,Initial Access,,None,,"(Citation: CISA AA23-335A IRGC-Affiliated December 2023),(Citation: Claroty Fuxnet 2024),(Citation: Lisa Zahner December 2023),,,"
T0867,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,Lateral Tool Transfer,"Adversaries may transfer tools or other files from one system to another to stage adversary tools or other files over the course of an operation. (Citation: Enterprise ATT&CK) Copying of files may also be performed laterally between internal victim systems to support Lateral Movement with remote Execution using inherent file sharing protocols such as file sharing over SMB to connected network shares. (Citation: Enterprise ATT&CK)

In control systems environments, malware may use SMB and other file sharing protocols to move laterally through industrial networks.",https://attack.mitre.org/techniques/T0867,21 May 2020,16 April 2025,ics-attack,1.1,Lateral Movement,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Dragos Crashoverride 2018),(Citation: Booz Allen Hamilton),(Citation: CISA-AA22-103A),(Citation: Joe Slowik April 2019),(Citation: Wylie-22),(Citation: FireEye TEMP.Veles 2018),(Citation: Gardiner, J.,  Cova, M., Nagaraja, S February 2014),,"
T0826,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,Loss of Availability,"Adversaries may attempt to disrupt essential components or systems to prevent owner and operator from delivering products or services. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) 

Adversaries may leverage malware to delete or encrypt critical data on HMIs, workstations, or databases.

In the 2021 Colonial Pipeline ransomware incident, pipeline operations were temporally halted on May 7th and were not fully restarted until May 12th. (Citation: Colonial Pipeline Company May 2021)",https://attack.mitre.org/techniques/T0826,21 May 2020,15 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Dragos FROSTYGOOP 2024),(Citation: Jamie Tarabay and Katrina Manson December 2023),(Citation: Booz Allen Hamilton),(Citation: Ukraine15 - EISAC - 201603),(Citation: Catalin Cimpanu April 2016),(Citation: National Institute of Standards and Technology April 2013),(Citation: M. Rentschler and H. Heine),(Citation: Department of Homeland Security October 2009),,"
T0827,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,Loss of Control,"Adversaries may seek to achieve a sustained loss of control or a runaway condition in which operators cannot issue any commands even if the malicious interference has subsided. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay)

The German Federal Office for Information Security (BSI) reported a targeted attack on a steel mill in its 2014 IT Security Report.(Citation: BSI State of IT Security 2014) These targeted attacks affected industrial operations and resulted in breakdowns of control system components and even entire installations. As a result of these breakdowns, massive impact resulted in damage and unsafe conditions from the uncontrolled shutdown of a blast furnace.",https://attack.mitre.org/techniques/T0827,21 May 2020,15 April 2025,ics-attack,1.0,Impact,,None,Dragos Threat Intelligence,"(Citation: Ukraine15 - EISAC - 201603),(Citation: Hydro),(Citation: Kevin Beaumont),(Citation: Anton Cherepanov, ESET June 2017),(Citation: National Institute of Standards and Technology April 2013),(Citation: M. Rentschler and H. Heine),(Citation: Department of Homeland Security October 2009),,"
T0828,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,Loss of Productivity and Revenue,"Adversaries may cause loss of productivity and revenue through disruption and even damage to the availability and integrity of control system operations, devices, and related processes. This technique may manifest as a direct effect of an ICS-targeting attack or tangentially, due to an IT-targeting attack against non-segregated environments. 

In cases where these operations or services are brought to a halt, the loss of productivity may eventually present an impact for the end-users or consumers of products and services. The disrupted supply-chain may result in supply shortages and increased prices, among other consequences. 

A ransomware attack on an Australian beverage company resulted in the shutdown of some manufacturing sites, including precautionary halts to protect key systems. (Citation: Paganini, Pierluigi June 2020) The company announced the potential for temporary shortages of their products following the attack. (Citation: Paganini, Pierluigi June 2020) (Citation: Lion Corporation June 2020) 

In the 2021 Colonial Pipeline ransomware incident, the pipeline was unable to transport approximately 2.5 million barrels of fuel per day to the East Coast.  (Citation: Colonial Pipeline Company May 2021)",https://attack.mitre.org/techniques/T0828,21 May 2020,16 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: FireEye TRITON Dec 2017),(Citation: ESET Bad Rabbit),(Citation: Jamie Tarabay and Katrina Manson December 2023),(Citation: Selena Larson, Camille Singleton December 2020),(Citation: Booz Allen Hamilton),(Citation: Davey Winder June 2020),(Citation: Kelly Jackson Higgins),(Citation: Ukraine15 - EISAC - 201603),(Citation: Kevin Beaumont),(Citation: Catalin Cimpanu April 2016),(Citation: Hydro),(Citation: David Voreacos, Katherine Chinglinsky, Riley Griffin December 2019),(Citation: Department of Homeland Security October 2009),,"
T0837,attack-pattern--2bb4d762-bf4a-4bc3-9318-15cc6a354163,Loss of Protection,"Adversaries may compromise protective system functions designed to prevent the effects of faults and abnormal conditions. This can result in equipment damage, prolonged process disruptions and hazards to personnel. 

Many faults and abnormal conditions in process control happen too quickly for a human operator to react to. Speed is critical in correcting these conditions to limit serious impacts such as Loss of Control and Property Damage. 

Adversaries may target and disable protective system functions as a prerequisite to subsequent attack execution or to allow for future faults and abnormal conditions to go unchecked. Detection of a Loss of Protection by operators can result in the shutdown of a process due to strict policies regarding protection systems. This can cause a Loss of Productivity and Revenue and may meet the technical goals of adversaries seeking to cause process disruptions.",https://attack.mitre.org/techniques/T0837,12 April 2021,16 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Joe Slowik August 2019),,,"
T0880,attack-pattern--5fa00fdd-4a55-4191-94a0-564181d7fec2,Loss of Safety,"Adversaries may compromise safety system functions designed to maintain safe operation of a process when unacceptable or dangerous conditions occur. Safety systems are often composed of the same elements as control systems but have the sole purpose of ensuring the process fails in a predetermined safe manner. 

Many unsafe conditions in process control happen too quickly for a human operator to react to. Speed is critical in correcting these conditions to limit serious impacts such as Loss of Control and Property Damage. 

Adversaries may target and disable safety system functions as a prerequisite to subsequent attack execution or to allow for future unsafe conditionals to go unchecked. Detection of a Loss of Safety by operators can result in the shutdown of a process due to strict policies regarding safety systems. This can cause a Loss of Productivity and Revenue and may meet the technical goals of adversaries seeking to cause process disruptions.",https://attack.mitre.org/techniques/T0880,21 May 2020,16 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Blake Johnson, Dan Caban, Marina Krotofil, Dan Scali, Nathan Brubaker, Christopher Glyer December 2017),(Citation: A G Foord, W G Gulland, C R Howard, T Kellacher, W H Smith 2004),,"
T0829,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,Loss of View,"Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local, hands-on operator intervention; for instance, a restart or manual operation. By causing a sustained reporting or visibility loss, the adversary can effectively hide the present state of operations. This loss of view can occur without affecting the physical processes themselves. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay)",https://attack.mitre.org/techniques/T0829,21 May 2020,15 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Dragos FROSTYGOOP 2024),(Citation: Claroty Fuxnet 2024),(Citation: Jamie Tarabay and Katrina Manson December 2023),(Citation: Hydro),(Citation: Booz Allen Hamilton),(Citation: Kevin Beaumont),(Citation: Anton Cherepanov, ESET June 2017),(Citation: CISA AA23-335A IRGC-Affiliated December 2023),(Citation: National Institute of Standards and Technology April 2013),(Citation: M. Rentschler and H. Heine),(Citation: Department of Homeland Security October 2009),,"
T0835,attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004,Manipulate I/O Image,"Adversaries may manipulate the I/O image of PLCs through various means to prevent them from functioning as expected. Methods of I/O image manipulation may include overriding the I/O table via direct memory manipulation or using the override function used for testing PLC programs. (Citation: Dr. Kelvin T. Erickson December 2010) During the scan cycle, a PLC reads the status of all inputs and stores them in an image table. (Citation: Nanjundaiah, Vaidyanath) The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program. After the PLC has solved the entire logic program, it updates the output image table. The contents of this output image table are written to the corresponding output points in I/O Modules. 

One of the unique characteristics of PLCs is their ability to override the status of a physical discrete input or to override the logic driving a physical output coil and force the output to a desired status.",https://attack.mitre.org/techniques/T0835,21 May 2020,15 April 2025,ics-attack,1.1,Inhibit Response Function,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),,,"
T0831,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,Manipulation of Control,"Adversaries may manipulate physical process control within the industrial environment. Methods of manipulating control can include changes to set point values, tags, or other parameters. Adversaries may manipulate control systems devices or possibly leverage their own, to communicate with and command physical control processes. The duration of manipulation may be temporary or longer sustained, depending on operator detection.   

Methods of Manipulation of Control include: 

* Man-in-the-middle  
* Spoof command message 
* Changing setpoints  

A Polish student used a remote controller device to interface with the Lodz city tram system in Poland. (Citation: John Bill May 2017) (Citation: Shelley Smith February 2008) (Citation: Bruce Schneier January 2008) Using this remote, the student was able to capture and replay legitimate tram signals. As a consequence, four trams were derailed and twelve people injured due to resulting emergency stops. (Citation: Shelley Smith February 2008) The track controlling commands issued may have also resulted in tram collisions, a further risk to those on board and nearby the areas of impact. (Citation: Bruce Schneier January 2008)",https://attack.mitre.org/techniques/T0831,21 May 2020,16 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Ukraine15 - EISAC - 201603),(Citation: Anton Cherepanov, ESET June 2017),(Citation: Department of Homeland Security October 2009),,"
T0832,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,Manipulation of View,"Adversaries may attempt to manipulate the information reported back to operators or controllers. This manipulation may be short term or sustained. During this time the process itself could be in a much different state than what is reported. (Citation: Corero) (Citation: Michael J. Assante and Robert M. Lee) (Citation: Tyson Macaulay) 

Operators may be fooled into doing something that is harmful to the system in a loss of view situation. With a manipulated view into the systems, operators may issue inappropriate control sequences that introduce faults or catastrophic failures into the system. Business analysis systems can also be provided with inaccurate data leading to bad management decisions.",https://attack.mitre.org/techniques/T0832,21 May 2020,15 April 2025,ics-attack,1.0,Impact,,None,,"(Citation: Langer Stuxnet),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Anton Cherepanov, ESET June 2017),(Citation: Department of Homeland Security October 2009),,"
T0849,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,Masquerading,"Adversaries may use masquerading to disguise a malicious application or executable as another file, to avoid operator and engineer suspicion. Possible disguises of these masquerading files can include commonly found programs, expected vendor executables and configuration files, and other commonplace application and naming conventions. By impersonating expected and vendor-relevant files and applications, operators and engineers may not notice the presence of the underlying malicious content and possibly end up running those masquerading as legitimate functions. 

Applications and other files commonly found on Windows systems or in engineering workstations have been impersonated before. This can be as simple as renaming a file to effectively disguise it in the ICS environment.",https://attack.mitre.org/techniques/T0849,21 May 2020,16 April 2025,ics-attack,1.1,Evasion,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Dragos Crashoverride 2018),(Citation: FireEye TRITON),(Citation: Dragos Threat Intelligence February 2020),(Citation: DHS CISA February 2019),(Citation: Tom Fakterman August 2019),,,"
T0838,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,Modify Alarm Settings,"Adversaries may modify alarm settings to prevent alerts that may inform operators of their presence or to prevent responses to dangerous and unintended scenarios. Reporting messages are a standard part of data acquisition in control systems. Reporting messages are used as a way to transmit system state information and acknowledgements that specific actions have occurred. These messages provide vital information for the management of a physical process, and keep operators, engineers, and administrators aware of the state of system devices and physical processes. 

If an adversary is able to change the reporting settings, certain events could be prevented from being reported. This type of modification can also prevent operators or devices from performing actions to keep the system in a safe state. If critical reporting messages cannot trigger these actions then a [Impact](https://attack.mitre.org/tactics/TA0105) could occur. 

In ICS environments, the adversary may have to use [Alarm Suppression](https://attack.mitre.org/techniques/T0878) or contend with multiple alarms and/or alarm propagation to achieve a specific goal to evade detection or prevent intended responses from occurring. (Citation: Jos Wetzels, Marina Krotofil 2019)  Methods of suppression often rely on modification of alarm settings, such as modifying in memory code to fixed values or tampering with assembly level instruction code. ",https://attack.mitre.org/techniques/T0838,21 May 2020,16 April 2025,ics-attack,1.2,Inhibit Response Function,,None,,"(Citation: Marshall Abrams July 2008),(Citation: N/A),(Citation: Department of Homeland Security September 2016),,"
T0821,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,Modify Controller Tasking,"Adversaries may modify the tasking of a controller to allow for the execution of their own programs. This can allow an adversary to manipulate the execution flow and behavior of a controller. 

According to 61131-3, the association of a Task with a Program Organization Unit (POU) defines a task association. (Citation: IEC February 2013) An adversary may modify these associations or create new ones to manipulate the execution flow of a controller. Modification of controller tasking can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append.

Tasks have properties, such as interval, frequency and priority to meet the requirements of program execution. Some controller vendors implement tasks with implicit, pre-defined properties whereas others allow for these properties to be formulated explicitly. An adversary may associate their program with tasks that have a higher priority or execute associated programs more frequently. For instance, to ensure cyclic execution of their program on a Siemens controller, an adversary may add their program to the task, Organization Block 1 (OB1).",https://attack.mitre.org/techniques/T0821,13 April 2021,16 April 2025,ics-attack,1.2,Execution,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: DHS CISA February 2019),(Citation: Jos Wetzels January 2018),(Citation: IEC February 2019),,"
T0836,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,Modify Parameter,"Adversaries may modify parameters used to instruct industrial control system devices. These devices operate via programs that dictate how and when to perform actions based on such parameters. Such parameters can determine the extent to which an action is performed and may specify additional options. For example, a program on a control system device dictating motor processes may take a parameter defining the total number of seconds to run that motor.      

An adversary can potentially modify these parameters to produce an outcome outside of what was intended by the operators. By modifying system and process critical parameters, the adversary may cause [Impact](https://attack.mitre.org/tactics/TA0105) to equipment and/or control processes. Modified parameters may be turned into dangerous, out-of-bounds, or unexpected values from typical operations. For example, specifying that a process run for more or less time than it should, or dictating an unusually high, low, or invalid value as a parameter.",https://attack.mitre.org/techniques/T0836,21 May 2020,16 April 2025,ics-attack,1.3,Impair Process Control,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Dragos FROSTYGOOP 2024),(Citation: Industroyer2 Mandiant April 2022),(Citation: Nozomi BUSTLEBERM 2024),(Citation: Marshall Abrams July 2008),(Citation: Wylie-22),(Citation: Industroyer2 Forescout July 2022),(Citation: PLCTop20 Mar 2023),,"
T0889,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,Modify Program,"Adversaries may modify or add a program on a controller to affect how it interacts with the physical process, peripheral devices and other hosts on the network. Modification to controller programs can be accomplished using a Program Download in addition to other types of program modification such as online edit and program append. 

Program modification encompasses the addition and modification of instructions and logic contained in Program Organization Units (POU)  (Citation: IEC February 2013) and similar programming elements found on controllers. This can include, for example, adding new functions to a controller, modifying the logic in existing functions and making new calls from one function to another. 

Some programs may allow an adversary to interact directly with the native API of the controller to take advantage of obscure features or vulnerabilities.",https://attack.mitre.org/techniques/T0889,13 April 2021,15 April 2025,ics-attack,1.2,Persistence,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: IEC February 2019),,"
T0839,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,Module Firmware,"Adversaries may install malicious or vulnerable firmware onto modular hardware devices. Control system devices often contain modular hardware devices. These devices may have their own set of firmware that is separate from the firmware of the main control system equipment.   

This technique is similar to [System Firmware](https://attack.mitre.org/techniques/T0857), but is conducted on other system components that may not have the same capabilities or level of integrity checking. Although it results in a device re-image, malicious device firmware may provide persistent access to remaining devices. (Citation: Daniel Peck,  Dale Peterson January 2009)  

An easy point of access for an adversary is the Ethernet card, which may have its own CPU, RAM, and operating system. The adversary may attack and likely exploit the computer on an Ethernet card. Exploitation of the Ethernet card computer may enable the adversary to accomplish additional attacks, such as the following: (Citation: Daniel Peck,  Dale Peterson January 2009)  

* Delayed Attack - The adversary may stage an attack in advance and choose when to launch it, such as at a particularly damaging time.  
* Brick the Ethernet Card - Malicious firmware may be programmed to result in an Ethernet card failure, requiring a factory return.  
* Random Attack or Failure - The adversary may load malicious firmware onto multiple field devices. Execution of an attack and the time it occurs is generated by a pseudo-random number generator.   
* A Field Device Worm - The adversary may choose to identify all field devices of the same model, with the end goal of performing a device-wide compromise.  
* Attack Other Cards on the Field Device - Although it is not the most important module in a field device, the Ethernet card is most accessible to the adversary and malware. Compromise of the Ethernet card may provide a more direct route to compromising other modules, such as the CPU module.",https://attack.mitre.org/techniques/T0839,21 May 2020,16 April 2025,ics-attack,1.1,"Impair Process Control, Persistence",,None,,",(Citation: Department of Homeland Security September 2016),(Citation: N/A),(Citation: Intel),(Citation: ESET Research Whitepapers September 2018),,"
T0801,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,Monitor Process State,"Adversaries may gather information about the physical process state. This information may be used to gain more information about the process itself or used as a trigger for malicious actions. The sources of process state information may vary such as, OPC tags, historian data, specific PLC block information, or network traffic.",https://attack.mitre.org/techniques/T0801,21 May 2020,25 April 2025,ics-attack,1.0,Collection,,None,,"(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Dragos FROSTYGOOP 2024),(Citation: Industroyer2 Forescout July 2022),(Citation: Anton Cherepanov, ESET June 2017),,,"
T0834,attack-pattern--b52870cc-83f3-473c-b895-72d91751030b,Native API,"Adversaries may directly interact with the native OS application programming interface (API) to access system functions. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes. (Citation: The MITRE Corporation May 2017) These native APIs are leveraged by the OS during system boot (when other system components are not yet initialized) as well as carrying out tasks and requests during routine operations. 

Functionality provided by native APIs are often also exposed to user-mode applications via interfaces and libraries. For example, functions such as memcpy and direct operations on memory registers can be used to modify user and system memory space.",https://attack.mitre.org/techniques/T0834,13 April 2021,16 April 2025,ics-attack,1.0,Execution,,None,,"(Citation: Spenneberg, Ralf, Maik Brggemann, and Hendrik Schwartke March 2016),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: Jos Wetzels January 2018),,,"
