source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"Utilize code signatures to verify the integrity and authenticity of programs downloaded to the device.
",relationship--cb30d507-edc6-4197-947c-7b3a6e395c0d,21 September 2020,16 April 2025
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0873,Project File Infection,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,technique,"Allow for code signing of any project files stored at rest to prevent unauthorized tampering. Ensure the signing keys are not easily accessible on the same system.
",relationship--f9c29dd4-1c5e-4f7e-b60a-862319a6d0a0,21 September 2020,28 April 2025
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0851,Rootkit,attack-pattern--3b6b9246-43f8-4c69-ad7a-2b11cfe0a0d9,technique,"Digital signatures may be used to ensure application DLLs are authentic prior to execution.
",relationship--2971151c-0e8a-4567-84dc-01cf5dd35005,21 September 2020,28 April 2025
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0862,Supply Chain Compromise,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,technique,"When available utilize hardware and software root-of-trust to verify the authenticity of a system. This may be achieved through cryptographic means, such as digital signatures or hashes, of critical software and firmware throughout the supply chain.
",relationship--d6a2a1a8-8f5b-4e94-8fce-8edd8a17627a,21 September 2020,28 April 2025
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Devices should verify that firmware has been properly signed by the vendor before allowing installation.
",relationship--3be9d4d1-17e1-4f3e-b22a-edad8cf0c343,21 September 2020,28 April 2025
M0945,Code Signing,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,mitigation,mitigates,T0863,User Execution,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,technique,"Prevent the use of unsigned executables, such as installers and scripts.
",relationship--e09e253c-fd28-49ae-988e-1f80d769e8b8,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0800,Activate Firmware Update Mode,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--afd63145-6033-49e4-ad43-d0b35fa5ed88,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0830,Adversary-in-the-Middle,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,technique,"Communication authenticity will ensure that any messages tampered with through AiTM can be detected, but cannot prevent eavesdropping on these. In addition, providing communication authenticity around various discovery protocols, such as DNS, can be used to prevent various AiTM procedures.
",relationship--f6ff74c2-d088-4252-a8e0-189574863765,21 September 2020,16 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0858,Change Operating Mode,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--12a6c5bc-c685-4249-b8c6-e6d49aa2b9ed,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0868,Detect Operating Mode,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--808c57e7-72ef-4860-b9ea-8ea072e2385a,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--491455dc-f7c8-4e12-811b-b8c5c041b4c3,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0831,Manipulation of Control,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--b628d878-4f35-4580-8d42-26984d13821e,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0832,Manipulation of View,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--41adaf0b-b7ae-4bdb-9a5b-567fd0911d7a,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--7aa93b40-80da-4bb6-8a7c-88e5f5e44669,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0861,Point & Tag Identification,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--dbdd9a97-81df-40b8-b72d-ac67d121b8b3,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0843,Program Download,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--ebc34374-2dee-4dc1-b0b7-f31ae94dab11,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0845,Program Upload,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--0df0cb6d-0067-48b2-a33e-495415713ab7,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0848,Rogue Master,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--7db9687b-7099-4cb6-a040-bc32fc549a81,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0856,Spoof Reporting Message,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--147c2158-b2af-4d88-9d59-594c67a9200e,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
",relationship--234da455-b795-4788-bc5d-22b4b58b2dc7,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0855,Unauthorized Command Message,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,technique,"Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).
",relationship--6e3c2c04-0838-4863-80a7-d73ef5ac6a64,21 September 2020,28 April 2025
M0802,Communication Authenticity,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,mitigation,mitigates,T0860,Wireless Compromise,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,technique,"Do not inherently rely on the authenticity provided by the network/link layer (e.g., 802.11, LTE, 802.15.4), as link layer equipment may have long lifespans and protocol vulnerabilities may not be easily patched. Provide defense-in-depth by implementing authenticity within the associated application-layer protocol, or through a network-layer VPN. (Citation: CISA March 2010)  Furthermore, ensure communication schemes provide strong replay protection, employing techniques such as timestamps or cryptographic nonces.
",relationship--3ab912a4-70aa-45f8-b2ef-57113dde2cfa,21 September 2020,28 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0892,Change Credential,attack-pattern--fab8fc7d-f27f-4fbb-9de6-44740aade05f,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.",relationship--a717ccc7-0fe6-4a83-951f-5a89037ed927,30 March 2023,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0809,Data Destruction,attack-pattern--493832d9-cea6-4b63-abe7-9a65a6473675,technique,"Utilize central storage servers for critical operations where possible (e.g., historians) and keep remote backups. For outstations, use local redundant storage for event recorders. Have backup control system platforms, preferably as hot-standbys to respond immediately to data destruction events. (Citation: National Institute of Standards and Technology April 2013)
",relationship--6be4cef2-3d54-4cd8-97df-8a8b37c03605,21 September 2020,28 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0813,Denial of Control,attack-pattern--e33c7ecc-5a38-497f-beb2-a9a2049a4c20,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--44c857cf-7a4e-405a-87ca-7f6d79000589,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0815,Denial of View,attack-pattern--56ddc820-6cfb-407f-850b-52c035d123ac,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--c2fe42b4-6750-4b51-86b7-6c37fbfdef2d,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0826,Loss of Availability,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--b8d6e550-18fe-49ad-9964-7802bbe0cb58,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0827,Loss of Control,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--6ad39b3a-a962-457f-852c-be7fc615e22f,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0828,Loss of Productivity and Revenue,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--dda89758-9d0b-446d-b594-85acc7f9cb90,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0829,Loss of View,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--eecca3e7-4db5-40d4-b04c-13f84701acb3,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0831,Manipulation of Control,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--578117b2-0f4b-4d75-a2dc-3ee45976e616,21 September 2020,16 April 2025
M0953,Data Backup,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,mitigation,mitigates,T0832,Manipulation of View,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,technique,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans  (Citation: Department of Homeland Security October 2009), including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability.
",relationship--c64f2ed2-f7a7-4333-b0d3-d687ffb7ad6b,21 September 2020,16 April 2025
M0803,Data Loss Prevention,course-of-action--337c4e2a-21a7-4d9a-bfee-9efd6cebf0e5,mitigation,mitigates,T0893,Data from Local System,attack-pattern--fa3aa267-da22-4bdd-961f-03223322a8d5,technique,Data loss prevention can restrict access to sensitive data and detect sensitive data that is unencrypted.,relationship--8f7ccb2b-de2a-4a5c-9f1e-d5e58e69efa8,30 March 2023,16 April 2025
M0803,Data Loss Prevention,course-of-action--337c4e2a-21a7-4d9a-bfee-9efd6cebf0e5,mitigation,mitigates,T0882,Theft of Operational Information,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,technique,"Apply DLP to protect the confidentiality of information related to operational processes, facility locations, device configurations, programs, or databases that may have information that can be used to infer organizational trade-secrets, recipes, and other intellectual property (IP).
",relationship--bc74ff8f-d5fa-40fb-8c0b-f16af3ff36e3,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0830,Adversary-in-the-Middle,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,technique,"Disable unnecessary legacy network protocols that may be used for AiTM if applicable.
",relationship--d16e8909-d055-4174-aeb1-22c0613b2f73,21 September 2020,16 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0807,Command-Line Interface,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,technique,"Consider removing or restricting features that are unnecessary to an asset's intended function within the control environment.
",relationship--7c2edd6c-5189-4ba9-af3d-bdaff4a699ca,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0885,Commonly Used Port,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,technique,"Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.
",relationship--ca64a927-f050-41b3-80d3-93d22cdef26a,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0816,Device Restart/Shutdown,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,technique,"Ensure remote commands that enable device shutdown are disabled if they are not necessary. Examples include DNP3's 0x0D function code or unnecessary device management functions.
",relationship--8ca2fe75-9bb3-4af5-8fee-accd33d6d2ec,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0866,Exploitation of Remote Services,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,technique,"Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.
",relationship--4369da69-bb09-4cc8-8600-081a450f50e0,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0822,External Remote Services,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,technique,"Consider removal of remote services which are not regularly in use, or only enabling them when required (e.g., vendor remote access). Ensure all external remote access point (e.g., jump boxes, VPN concentrator) are configured with least functionality, especially the removal of unnecessary services. (Citation: Department of Homeland Security September 2016)
",relationship--a847aa03-ea56-47d1-8f4e-f9e0dd9707a0,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0847,Replication Through Removable Media,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,technique,"Consider the disabling of features such as AutoRun.
",relationship--d8f45959-e0fc-4b4f-a074-a3acea926300,21 September 2020,28 April 2025
M0942,Disable or Remove Feature or Program,course-of-action--d0909119-2f71-4923-87db-b649881672d7,mitigation,mitigates,T0853,Scripting,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,technique,"Consider removal or disabling of programs and features which may be used to run malicious scripts (e.g., scripting language IDEs, PowerShell, visual studio).
",relationship--590bdd67-31ef-4edd-b2ac-2bd1b98da19c,21 September 2020,28 April 2025
M0808,Encrypt Network Traffic,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.
",relationship--41b87fd8-6e4d-4e53-a282-c85292fdaa22,21 September 2020,28 April 2025
M0808,Encrypt Network Traffic,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,mitigation,mitigates,T0842,Network Sniffing,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,technique,"Ensure that wired and/or wireless traffic is encrypted when feasible. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS. (Citation: Keith Stouffer May 2015)
",relationship--c5fd0969-c151-4849-94c2-83e2e208cff7,21 September 2020,28 April 2025
M0808,Encrypt Network Traffic,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.
",relationship--43bdf580-b98f-49cf-92d5-3dac50450c86,21 September 2020,28 April 2025
M0808,Encrypt Network Traffic,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,mitigation,mitigates,T0860,Wireless Compromise,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,technique,"Utilize strong cryptographic techniques and protocols to prevent eavesdropping on network communications.
",relationship--b363cbbb-679c-47e0-8ad0-af98ebf51e60,21 September 2020,28 April 2025
M0808,Encrypt Network Traffic,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,mitigation,mitigates,T0887,Wireless Sniffing,attack-pattern--0fe075d5-beac-4d02-b93e-0f874997db72,technique,"Utilize strong cryptographic techniques and protocols to prevent eavesdropping on network communications.  (Citation: Bastille April 2017)
",relationship--3478c49c-594b-4224-b7f9-2b0b09c67288,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0811,Data from Information Repositories,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,technique,"Information which is sensitive to the operation and architecture of the process environment may be encrypted to ensure confidentiality and restrict access to only those who need to know. (Citation: Keith Stouffer May 2015) (Citation: National Institute of Standards and Technology April 2013)
",relationship--50a2b289-7bce-405d-8515-c2b5424cce5c,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0893,Data from Local System,attack-pattern--fa3aa267-da22-4bdd-961f-03223322a8d5,technique,Information which is sensitive to the operation and architecture of the process environment may be encrypted to ensure confidentiality and restrict access to only those who need to know. (Citation: Keith Stouffer May 2015) (Citation: National Institute of Standards and Technology April 2013),relationship--03e80e3c-28b9-4e7f-8b17-7c86d1483b91,30 March 2023,16 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0839,Module Firmware,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,technique,"The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.
",relationship--09977105-562f-4f45-a151-27a11a18031e,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0873,Project File Infection,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,technique,"When at rest, project files should be encrypted to prevent unauthorized changes. (Citation: National Institute of Standards and Technology April 2013)
",relationship--c78f497f-01c3-4efb-aa74-92b700b9c02b,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0857,System Firmware,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,technique,"The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.
",relationship--cf8ac499-8c1c-4615-b933-7587f1b9488b,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0882,Theft of Operational Information,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,technique,"Encrypt any operational data with strong confidentiality requirements, including organizational trade-secrets, recipes, and other intellectual property (IP).
",relationship--cb4d802e-df5b-4017-81dd-47f65fff23a3,21 September 2020,28 April 2025
M0941,Encrypt Sensitive Information,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,mitigation,mitigates,T0864,Transient Cyber Asset,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,technique,"Consider implementing full disk encryption, especially if engineering workstations are transient assets that are more likely to be lost, stolen, or tampered with. (Citation: National Institute of Standards and Technology April 2013)
",relationship--2fbb7867-79c5-4d45-9876-98c4041dd72e,14 October 2021,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0807,Command-Line Interface,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,technique,"Execution prevention may block malicious software from accessing protected resources through the command line interface.
",relationship--75366cbf-e45f-4cfd-9e76-5af4dfe10766,21 September 2020,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0871,Execution through API,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,technique,"Minimize the exposure of API calls that allow the execution of code.
",relationship--3d676c1b-2650-4599-8a57-790c55f9977d,21 September 2020,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0849,Masquerading,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,technique,"Use tools that restrict program execution via application control by attributes other than file name for common system and application utilities.
",relationship--cca191a1-3c50-4d4f-8f79-4247e58af610,21 September 2020,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0834,Native API,attack-pattern--b52870cc-83f3-473c-b895-72d91751030b,technique,"Minimize the exposure of API calls that allow the execution of code.
",relationship--446c95ea-5178-4ae9-8f92-cb20dd50f7de,13 April 2021,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0853,Scripting,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,technique,"Execution prevention may prevent malicious scripts from accessing protected resources.
",relationship--2f64b5aa-7e4d-4a5e-9960-69a63ad25083,21 September 2020,28 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0894,System Binary Proxy Execution,attack-pattern--1c5cf58c-a34a-40d7-82f4-f987cdfc2b91,technique,"Disallow the execution of applications/programs which are not required for normal system functions, including any specific command-line arguments which may allow the execution of proxy commands or application binaries.",relationship--337f366d-3d76-470c-8ee2-0e2252648282,25 March 2024,16 April 2025
M0938,Execution Prevention,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,mitigation,mitigates,T0863,User Execution,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,technique,"Application control may be able to prevent the running of executables masquerading as other files.
",relationship--07f4d65d-4572-450f-8cb2-908fee97bd67,21 September 2020,28 April 2025
M0950,Exploit Protection,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,mitigation,mitigates,T0817,Drive-by Compromise,attack-pattern--7830cfcf-b268-4ac0-a69e-73c6affbae9a,technique,"Utilize exploit protection to prevent activities which may be exploited through malicious web sites.
",relationship--e5afc447-a241-4773-9a8a-3d6fd205d926,21 September 2020,28 April 2025
M0950,Exploit Protection,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,mitigation,mitigates,T0819,Exploit Public-Facing Application,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,technique,"Web Application Firewalls may be used to limit exposure of applications to prevent exploit traffic from reaching the application. (Citation: Karen Scarfone; Paul Hoffman September 2009)
",relationship--ad7fd147-066e-4ed5-aa9d-7b2f1771150d,21 September 2020,28 April 2025
